k1 k2 k3
6.451264880384635636e-02 -1.150777119098397860e-02 2.669732893161996801e-03
6.314894924398928300e-02 -8.643055533660709555e-03 1.630198192478754526e-03
6.399972207545476244e-02 -1.174800289851751778e-02 2.493500929656972120e-03
6.474623328689874113e-02 -1.051696020073827897e-02 2.124684623570349817e-04
6.345069169095282624e-02 -1.008877694360553468e-02 1.648916227868599260e-03
6.281613756224282974e-02 -1.192309345318268154e-02 2.568637279032823240e-03
6.479392860978300250e-02 -1.043107094275345925e-02 2.410607712287488047e-03
6.460973638122810558e-02 -1.102369662114668913e-02 3.114507675906860729e-03
6.364020634136088872e-02 -1.275740626798382849e-02 1.673962933405978570e-03
6.236170623948572578e-02 -1.137214590005598824e-02 2.062584317734234007e-03
6.533231184176699347e-02 -9.802508107251972636e-03 1.964652231416924577e-03
6.479690524783804362e-02 -1.002372669421519591e-02 7.347999317446618495e-04
6.460777299943373797e-02 -1.086109990222992872e-02 2.709166130796678007e-03
6.123411355781391285e-02 -1.144782276381892117e-02 4.231438919166635726e-03
6.501177955480824666e-02 -1.178318410255137227e-02 2.266484474350516365e-03
6.372996281618711900e-02 -1.088722680637771445e-02 2.085378183679750808e-03
6.203304142169505098e-02 -1.048232781131003266e-02 2.724924847687798524e-03
6.093378565566315297e-02 -1.051029803876080138e-02 2.452192746028120096e-03
6.550975008842571667e-02 -9.123970559170108130e-03 2.175669487989723150e-03
6.517959217209373657e-02 -9.479241025860243863e-03 4.049636251046553892e-03
6.324422160315787411e-02 -1.288970987756499209e-02 1.340139101259074650e-04
6.260252779652539235e-02 -1.037637036752131481e-02 4.191105496078637027e-03
6.343840622153168463e-02 -1.207311337363416170e-02 1.727647627376913131e-03
6.180427187449902271e-02 -1.221409174702871303e-02 3.610721511731543321e-03
6.346747196355692622e-02 -1.075126719388697083e-02 2.461711057750101683e-03
6.402879532029612242e-02 -1.153396321445004924e-02 3.904084904195609385e-03
6.372482666833387266e-02 -1.119828624434691944e-02 2.196474366123510324e-03
6.209731161093620666e-02 -1.155345101254262596e-02 1.873289039185571658e-03
6.364511460431113155e-02 -1.020055912233729101e-02 1.762005882990358430e-03
6.413371662057434919e-02 -1.147621456814519603e-02 3.089695960617283577e-03
6.304761585921619949e-02 -1.000126479454316319e-02 2.120281916457272819e-03
6.327499791119217676e-02 -9.463786595663298273e-03 3.543149427948727448e-03
6.395232548487855828e-02 -9.544025973002370766e-03 1.927061833776777533e-03
6.354310750006672559e-02 -1.157372961672256673e-02 2.142817507699013024e-04
6.470526009639812615e-02 -1.133008614620853449e-02 2.189015661329743456e-03
6.297431780619083819e-02 -1.266197051238074356e-02 2.382146752424346703e-03
6.400757283902722139e-02 -1.103660451421764610e-02 1.092133884110113584e-03
6.093378565566315297e-02 -1.051029803876080138e-02 2.452192746028120096e-03
6.470128773941544176e-02 -1.121997313536766960e-02 2.092149725567038487e-03
6.395232548487855828e-02 -9.544025973002370766e-03 1.927061833776777533e-03
6.256996553532684358e-02 -1.146199071040136797e-02 2.945173128001285501e-03
6.314331601153150286e-02 -1.003666299086823643e-02 1.190956481193911065e-03
6.354411814442548212e-02 -1.163751282135483400e-02 3.426076569021344054e-03
6.446616967578408519e-02 -1.014349193423483286e-02 1.685294575363413538e-03
6.347300283750612060e-02 -1.012312635718923270e-02 3.441099199960911958e-03
6.471666906062287228e-02 -1.025777595276174126e-02 3.608335963284248216e-03
6.517127930767255273e-02 -1.088794084245904570e-02 3.927334716593566810e-03
6.427905776786985159e-02 -8.508581509364468443e-03 2.376882158100876441e-03
6.383331816651799384e-02 -9.136313565720158292e-03 3.171880504237556408e-03
6.457375236807672003e-02 -1.144308629137437416e-02 2.239129523186500492e-03
6.472757721701119515e-02 -1.033826613494716329e-02 4.094999003195903819e-03
6.216740184143704218e-02 -1.098473729722156123e-02 1.880859193250400407e-03
6.445976271309916683e-02 -1.185542237508159513e-02 3.246653427446857809e-03
6.370338437885528227e-02 -1.060837692758084816e-02 2.682162354056563669e-03
6.519697439251512239e-02 -9.778051767659251547e-03 3.142033505740160493e-03
6.281895103966833593e-02 -1.198966465373897672e-02 4.032498782523721848e-03
6.507062551080083912e-02 -9.901037001416021499e-03 7.814439646972592968e-04
6.373084311244173183e-02 -1.241723529157585937e-02 2.711879547891718478e-03
6.309928761536329200e-02 -8.238423862026431066e-03 4.618799452717037290e-03
6.197759693777971091e-02 -9.589380139823938665e-03 3.405622130240912315e-03
6.386568873377948541e-02 -1.048653663412779657e-02 3.681646111287933953e-03
6.359604476460886668e-02 -8.801497221687298866e-03 2.533178460291440892e-03
6.437689325094658743e-02 -1.087452136391216240e-02 1.012378658972218348e-03
6.109748592092878461e-02 -1.119882837563419831e-02 2.549691143269833260e-03
6.472690178545906226e-02 -1.246125524942695573e-02 1.973634366859863820e-03
6.160488095555835542e-02 -8.911257362849242525e-03 3.579237985111879961e-03
6.333045196921091580e-02 -9.885339322473277179e-03 2.809304251871910796e-03
6.420881119969693018e-02 -1.118308352253202798e-02 5.235904932019280755e-03
6.160488095555835542e-02 -8.911257362849242525e-03 3.579237985111879961e-03
6.390516629712694741e-02 -9.434152300215575826e-03 2.201833309416229012e-03
6.404315681921721182e-02 -1.013798027498201415e-02 3.335579895772849968e-03
6.413371662057434919e-02 -1.147621456814519603e-02 3.089695960617283577e-03
6.233213946868323974e-02 -1.018482661413183665e-02 2.173500027044333871e-03
6.228914725411360820e-02 -1.064683241738352548e-02 3.111533932142140912e-03
6.303704751047481403e-02 -1.119142455885842324e-02 3.311468477654025411e-03
6.265613729265026577e-02 -1.028517300760214970e-02 1.640234044295071913e-03
6.387308207747141586e-02 -9.996507825191361385e-03 2.577243243098228942e-03
6.359990478921601076e-02 -1.151097210446273833e-02 1.690514585968388994e-03
6.380030068601416637e-02 -1.096904315455024537e-02 3.424191411958446563e-03
6.442866905092817231e-02 -1.091303277812204209e-02 2.446690201290208089e-03
6.451264880384635636e-02 -1.150777119098397860e-02 2.669732893161996801e-03
6.382778142186595893e-02 -1.042894659502544008e-02 1.064317753168481095e-03
6.329199187843798091e-02 -9.819094144991352691e-03 1.089469588726355020e-03
6.541689145514004156e-02 -8.183346241536798571e-03 3.747640410806357680e-03
6.308529943829796482e-02 -1.259863922443077433e-02 2.679190632866562671e-03
6.303195568907615787e-02 -1.134786329632270219e-02 2.417246617168133938e-03
6.141370307479085411e-02 -1.089609077455536146e-02 4.374015397986166787e-03
6.276773733322102422e-02 -1.052954718468418482e-02 3.391401826728770996e-03
6.338391788364838852e-02 -7.820590749279598963e-03 2.859944326634694667e-03
6.329199187843798091e-02 -9.819094144991352691e-03 1.089469588726355020e-03
6.274339230831801895e-02 -1.048849812909044554e-02 3.026251901551882395e-03
6.413549551770203472e-02 -1.101785325789218783e-02 7.955471149963255773e-04
6.445875059367991988e-02 -1.080238223348937987e-02 4.547460336851785745e-03
6.265242146933219791e-02 -1.021476581612845713e-02 3.035841661093649502e-03
6.387139851193165963e-02 -1.062039688295937645e-02 2.342789253385893500e-03
6.348251147164163388e-02 -1.046777796269014738e-02 2.833737488121185200e-03
6.197759693777971091e-02 -9.589380139823938665e-03 3.405622130240912315e-03
6.416199119583906874e-02 -1.021744042745013903e-02 2.701677151217454775e-03
6.562564005160492764e-02 -1.295756932914889081e-02 1.549892750356302029e-03
6.342526033541026620e-02 -9.339888895030915017e-03 1.140448039622252163e-03
6.442162224533928838e-02 -9.419977355153388854e-03 2.604941146958195120e-03
6.209731161093620666e-02 -1.155345101254262596e-02 1.873289039185571658e-03
6.327591825433961925e-02 -1.109857953319072499e-02 2.390114615809471599e-03
6.388459549379393865e-02 -1.119178928066860701e-02 3.089398353651601203e-03
6.258684470257153132e-02 -1.235609047202221311e-02 2.466288682926448539e-03
6.314331601153150286e-02 -1.003666299086823643e-02 1.190956481193911065e-03
6.424099919605297249e-02 -1.241633985928061734e-02 3.497752571854514936e-03
6.459124044038289103e-02 -7.922500557520570363e-03 4.005531547322194186e-03
6.338528846046895260e-02 -1.034564271838621374e-02 2.067976174031024850e-03
6.387470302642209163e-02 -1.184773096552098337e-02 3.283488806133452731e-03
6.472690178545906226e-02 -1.246125524942695573e-02 1.973634366859863820e-03
6.462882962247340490e-02 -1.033976121035837248e-02 1.580838144445234628e-03
6.272695257971908078e-02 -9.855999994310082890e-03 4.179126119495821245e-03
6.488674477384800965e-02 -1.152604370347816432e-02 2.973466528168461354e-04
6.388024892524932219e-02 -9.205529189742364671e-03 4.370376258002697800e-03
6.397079359893445560e-02 -1.301900752244733450e-02 1.573519902197714759e-03
6.305783084134405914e-02 -1.138599190100234027e-02 8.079141768175535088e-04
6.311500120318200291e-02 -1.160485933530865099e-02 1.926354967626303649e-03
6.437501143898788358e-02 -1.244800858863184811e-02 3.264684260597075505e-03
6.311198006356313894e-02 -1.136773254076156592e-02 1.015582484756374915e-03
6.149520792374327249e-02 -1.079315350155878039e-02 4.280781455620094600e-03
6.445324801435503570e-02 -9.031742828453134808e-03 2.482508338049305152e-03
6.399141817681663902e-02 -1.117446590136553231e-02 3.073220111894522932e-03
6.454327103224727358e-02 -1.151841053118311808e-02 1.438996052078506116e-03
6.525157414515245224e-02 -9.690878293784135900e-03 2.345216076302975017e-03
6.302637176567749133e-02 -1.164570737671671852e-02 2.216757332733770847e-03
6.404015941906832099e-02 -1.010287226893752388e-02 1.631874178613129667e-03
6.265474929012954108e-02 -1.192914654777713079e-02 4.578961936199693605e-03
6.278049789930156832e-02 -1.179263695247513566e-02 3.197387802051851469e-03
6.351239202179639887e-02 -1.301526099039654327e-02 6.028050041553684180e-04
6.279822773749982323e-02 -1.074633449296143184e-02 1.224202361818943485e-03
6.173633046344417785e-02 -1.098732462204315974e-02 3.112833666316719428e-03
6.309621490268974009e-02 -1.179304652895978023e-02 2.333200450252051472e-03
6.234329913939373746e-02 -1.210406855918008673e-02 4.240304554347373855e-04
6.315256791610632248e-02 -1.076705594830915103e-02 3.547821706254741803e-03
6.329763277148095502e-02 -1.034950986993833644e-02 2.708186874624776697e-03
6.412910977086822006e-02 -1.314825056988035146e-02 3.334088265146584185e-03
6.354621339873869901e-02 -1.117818124491253007e-02 1.962090152503731533e-03
6.432584512127076382e-02 -1.267012284094007346e-02 3.374934081254415963e-03
6.384111796060007449e-02 -1.099766499764649741e-02 2.585167723027331776e-03
6.415795252414022154e-02 -9.590639104811837790e-03 3.257374705541840609e-03
6.216269513891187204e-02 -1.108391044050524576e-02 1.757602496856663921e-03
6.392230512895305528e-02 -1.139358611763767459e-02 3.113415314953085766e-03
6.373462761435566559e-02 -1.075860540294490408e-02 3.445361133427082834e-03
6.377182674681594610e-02 -1.148424791086767593e-02 3.033556856921415523e-03
6.351010355748551439e-02 -1.236941560313660482e-02 -2.490045254150835552e-04
6.564447378781720910e-02 -1.013842996458748369e-02 2.454169059073751935e-04
6.413158790658665676e-02 -9.829318343396994950e-03 3.156788940974084023e-03
6.414308399454052290e-02 -1.280256324358572395e-02 2.082164522981294619e-03
6.304499974335475709e-02 -9.605304394850897043e-03 3.821912613356209798e-03
6.399845762146791350e-02 -1.177882707850853861e-02 3.272103528993361432e-03
6.436877972767907075e-02 -1.006606664207210233e-02 3.422703733395482395e-03
6.454238943923426564e-02 -1.125322007626575194e-02 5.342624246316179937e-03
6.333965048600270764e-02 -1.091085959395557414e-02 5.060488429755968798e-03
6.463799316384791216e-02 -9.414726643754450786e-03 3.159877455125206791e-03
6.238186712517762578e-02 -1.197880615741166166e-02 1.962736867721553979e-03
6.428806469823244996e-02 -1.059373452895200074e-02 3.728653662911085576e-03
6.573912051443014937e-02 -9.669285781350539510e-03 9.971072033022193581e-04
6.286915186868832772e-02 -1.157734545494368272e-02 1.949059721196855222e-03
6.088535689947174867e-02 -1.140468771891242628e-02 2.234742372096060192e-03
6.426881942909254408e-02 -1.133911481910108987e-02 2.226664789922755405e-03
6.348064215248469533e-02 -1.196779454542663823e-02 3.046809426630492368e-03
6.287676889598328711e-02 -9.837772214461276699e-03 4.163308010498356637e-03
6.403776922030490759e-02 -1.162464531478507590e-02 2.336396843203150664e-03
6.465431289221720834e-02 -1.159087836550670714e-02 2.222528122487937852e-03
6.283464848915085166e-02 -1.151621955234963246e-02 2.620735392844103506e-03
6.607768738639030470e-02 -1.015820480698245709e-02 2.045274421296899847e-03
6.392462127493483970e-02 -1.122757372376040341e-02 2.595349002319655152e-03
6.383331816651799384e-02 -9.136313565720158292e-03 3.171880504237556408e-03
6.379511741144822112e-02 -9.545792180105774904e-03 2.441138155898331386e-03
6.390277031290911292e-02 -1.063970730797993147e-02 4.362023609921258926e-03
6.503351615387573115e-02 -9.571864210456887401e-03 1.494448914562934716e-03
6.365184211619559496e-02 -9.027081237613060472e-03 3.632627051750908498e-03
6.382739785822674761e-02 -1.011127954006499352e-02 2.805285020704095800e-03
6.406698101987795546e-02 -1.007528254794112788e-02 3.993849396240339855e-03
6.492078002128079395e-02 -7.841258727782463023e-03 3.652352187540230943e-03
6.551420047566811067e-02 -1.037351842476791353e-02 1.652920095272930601e-03
6.371159818462482360e-02 -1.067672862665960953e-02 1.603852491479942910e-03
6.326549283926832801e-02 -9.789150728867282436e-03 3.582308199554740114e-03
6.443110823364331385e-02 -1.211556301895250209e-02 2.865699242723507290e-03
6.453501732762731424e-02 -9.535804890921220633e-03 3.114297591253950559e-03
6.404315681921721182e-02 -1.013798027498201415e-02 3.335579895772849968e-03
6.410466021943209136e-02 -1.135395186929998024e-02 3.364068929161564969e-03
6.037404262415899114e-02 -1.227874679706418559e-02 5.172984018842780030e-03
6.435383249177956122e-02 -1.019274282520626906e-02 3.279384262294057772e-03
6.423555673348244066e-02 -1.134468437463378998e-02 1.433596203852346984e-03
6.409105094360045829e-02 -1.090473585936178880e-02 4.574548526628793854e-03
6.318063885703101290e-02 -1.185190686405460103e-02 3.218745435004485844e-03
6.409072099230447850e-02 -1.048031969329152324e-02 2.465034514824340772e-03
6.305783084134405914e-02 -1.138599190100234027e-02 8.079141768175535088e-04
6.308647349843093943e-02 -1.216669954225084449e-02 1.643953723478586149e-03
6.173633046344417785e-02 -1.098732462204315974e-02 3.112833666316719428e-03
6.455423462870688023e-02 -1.083634372360499365e-02 3.601741963035018368e-03
6.397401902977317700e-02 -8.597121562920140292e-03 2.037956829427284289e-03
6.321667154529261867e-02 -1.110125574736695042e-02 3.309439626083182651e-03
6.491602152606865128e-02 -1.214554063598252687e-02 2.619218467231676506e-03
6.424099919605297249e-02 -1.241633985928061734e-02 3.497752571854514936e-03
6.388196287319411470e-02 -1.027273694133729043e-02 4.147418957375206827e-03
6.420452028427983682e-02 -1.181982672382797528e-02 2.218910711438787375e-03
6.342634336440225451e-02 -1.113476022557038925e-02 3.568871119507127654e-03
6.569056639400713826e-02 -9.041675795502024382e-03 3.288878556768931594e-03
6.489266225436179925e-02 -1.021943345836447137e-02 4.350040722645401314e-03
6.087915949545646965e-02 -1.179572013441289313e-02 1.805287257932747247e-03
6.293270821849086816e-02 -1.108384770676069941e-02 2.562501900799873944e-03
6.343840622153168463e-02 -1.207311337363416170e-02 1.727647627376913131e-03
6.407751048850460207e-02 -9.774326096751634330e-03 2.668772210058817373e-03
6.528967879396360696e-02 -9.494425453902569090e-03 2.195719170940663156e-03
6.505060953037961058e-02 -1.153296252401855848e-02 1.895363622872348053e-03
6.291434892619443553e-02 -1.177272893997585723e-02 3.859419666991104059e-03
6.432584512127076382e-02 -1.267012284094007346e-02 3.374934081254415963e-03
6.233213946868323974e-02 -1.018482661413183665e-02 2.173500027044333871e-03
6.407518646851514954e-02 -1.246047071234568371e-02 1.063175500536958640e-03
6.386790189358435010e-02 -1.089229865077498416e-02 3.822971912361389224e-03
6.398691752052862447e-02 -1.121326310233303203e-02 3.457373702596966414e-04
6.440753988367517446e-02 -1.040629160561787336e-02 1.063059806748228864e-03
6.428839304794492504e-02 -1.118293505917425379e-02 2.146935697567811663e-03
6.222096672619314983e-02 -1.264893508184547488e-02 1.883415127220566809e-03
6.263885633140162112e-02 -1.097281831273871910e-02 4.228273040613753087e-03
6.573912051443014937e-02 -9.669285781350539510e-03 9.971072033022193581e-04
6.530265304357474321e-02 -8.309247643696282548e-03 2.173112388953304941e-03
6.391768136620809559e-02 -1.111250109341531400e-02 2.708884849177500831e-03
6.305615447386095362e-02 -9.643101809078097331e-03 3.352309109019152578e-03
6.341106182926556367e-02 -8.466941146882123181e-03 3.136398898091724563e-03
6.299514444537812619e-02 -1.072555783582106181e-02 2.580398312410608908e-03
6.561844470897035264e-02 -1.021246481223204994e-02 2.267891796361373724e-03
6.188840095554395959e-02 -1.097412273598477594e-02 3.593267932932103781e-03
6.376224956957893264e-02 -1.211283763438528172e-02 3.189595082317669972e-03
6.368696516979030497e-02 -1.071926432445427513e-02 1.313205463112115945e-03
6.343902141366442038e-02 -1.040307383693869769e-02 3.725021528490787825e-03
6.358402088392681173e-02 -1.346106909685322595e-02 2.986348280316658554e-03
6.463799316384791216e-02 -9.414726643754450786e-03 3.159877455125206791e-03
6.301832854063679767e-02 -9.010712798685746594e-03 3.189434979278996107e-03
6.427012699221265613e-02 -1.108822081865808162e-02 3.906684177723621088e-03
6.450702510860981120e-02 -1.123975348958314302e-02 2.225179339514049559e-03
6.157121112575922317e-02 -1.079273737133143451e-02 3.926275779849455749e-03
6.302437739490432400e-02 -1.205198657860689915e-02 4.474739866716953562e-03
6.374794987018181369e-02 -1.191252517833311930e-02 1.982354539443953456e-03
6.189175337262187160e-02 -1.175140245884423451e-02 8.273347766085681343e-04
6.205288709296258309e-02 -1.122536201647370002e-02 7.597236552651931429e-05
6.320004963495198802e-02 -1.341770070028883155e-02 2.543279344286136778e-03
6.223585850598620239e-02 -1.130927065592077230e-02 2.394196293088041161e-03
6.447162541344586550e-02 -1.092844007127899419e-02 1.687907735485189020e-03
6.503672992898859584e-02 -1.038678938388515327e-02 2.081825606304946175e-03
6.320004963495198802e-02 -1.341770070028883155e-02 2.543279344286136778e-03
6.337519772083285985e-02 -1.066200456134898389e-02 3.739190355501270657e-03
6.325484454529631262e-02 -1.127700752723181932e-02 2.766657248817638859e-03
6.555504771015810417e-02 -1.162758969409657950e-02 6.692787533843225223e-04
6.279442923118558340e-02 -1.103590171696586242e-02 1.487407592985601212e-03
6.578885695715430693e-02 -1.062976693769028536e-02 -3.481152528753139741e-04
6.426625366891242086e-02 -9.343984209921024631e-03 2.616813743909679468e-03
6.333965048600270764e-02 -1.091085959395557414e-02 5.060488429755968798e-03
6.433301429806589922e-02 -1.169421194968142674e-02 3.721709145789647843e-03
6.440692317346452533e-02 -1.033328729372681720e-02 3.518744465629941587e-03
6.547683052465932962e-02 -1.122146872746870860e-02 9.199770629289005797e-04
6.395232548487855828e-02 -9.544025973002370766e-03 1.927061833776777533e-03
6.236141061125846652e-02 -8.509213258279330061e-03 3.391049380240845901e-03
6.339209554422087223e-02 -8.654710272374799285e-03 2.066265918056850448e-03
6.478051818439625742e-02 -1.159516228730425591e-02 1.422242157646011473e-03
6.228914725411360820e-02 -1.064683241738352548e-02 3.111533932142140912e-03
6.553279129629668853e-02 -9.273848417031146929e-03 2.099830264708280048e-03
6.291032482366817891e-02 -1.087552370951835878e-02 3.949457092623037680e-03
6.258022096766488462e-02 -1.025284601693043918e-02 2.590248979493420256e-03
6.271984800919197522e-02 -1.117453538840210148e-02 1.412046877727085592e-03
6.454327103224727358e-02 -1.151841053118311808e-02 1.438996052078506116e-03
6.399845762146791350e-02 -1.177882707850853861e-02 3.272103528993361432e-03
6.208461445988014415e-02 -1.187767001273697109e-02 3.743582201787457042e-03
6.290322423732366830e-02 -1.119450719083162071e-02 -3.424007611257107175e-04
6.198738106490028765e-02 -1.139972109767900532e-02 2.088128294422647580e-03
6.323334223040910640e-02 -1.121907796871138285e-02 3.587747107737765395e-03
6.254359092556066591e-02 -9.031299085723726305e-03 1.828312445837948497e-03
6.404362042586689285e-02 -8.323332022409243858e-03 1.462845766744422238e-03
6.357696354495531721e-02 -1.070931740746963734e-02 3.781434052914381394e-03
6.351837020632652986e-02 -1.091832446055188144e-02 1.423545034488868377e-03
6.393201891864777608e-02 -1.153606334086898499e-02 2.884967364033610981e-03
6.489174349879664461e-02 -1.030521612514938290e-02 1.534053353913961137e-03
6.331445702843294110e-02 -9.543283597272619878e-03 5.002584525109557423e-03
6.509203079857658891e-02 -9.775221951734150427e-03 2.090775538287875657e-03
6.352907978242469667e-02 -9.972393767084017369e-03 3.964681706404779571e-03
6.329836680492015311e-02 -1.093049870819665093e-02 2.722922616437320475e-03
6.281895103966833593e-02 -1.198966465373897672e-02 4.032498782523721848e-03
6.216269513891187204e-02 -1.108391044050524576e-02 1.757602496856663921e-03
6.424400449830844351e-02 -9.507024585311413256e-03 2.715398233505930681e-03
6.281895103966833593e-02 -1.198966465373897672e-02 4.032498782523721848e-03
6.237053927126109953e-02 -1.032265322420351794e-02 1.059102348181739650e-03
6.434955488299629045e-02 -1.144235852650284102e-02 1.747641900883431521e-03
6.503948112614391097e-02 -9.493096997415836902e-03 1.469053294798711162e-03
6.503435612187968839e-02 -1.082866096499013331e-02 1.967733554939177232e-03
6.316764314749653830e-02 -9.768523279831714534e-03 2.824102724861138336e-03
6.309311317837892896e-02 -1.030297604556520974e-02 4.174531058670646888e-03
6.425133164691934629e-02 -1.057176707600429588e-02 2.699967535210470726e-03
6.356749703991487754e-02 -1.145507341166498994e-02 2.111507414493465906e-03
6.453883925323383730e-02 -1.090899014193411065e-02 3.390538631263442793e-03
6.494824206862348515e-02 -1.147171906398711250e-02 4.835166862259265841e-04
6.331657343349439415e-02 -1.026557290037237447e-02 1.512632315460796240e-03
6.530265304357474321e-02 -8.309247643696282548e-03 2.173112388953304941e-03
6.441885773459385400e-02 -9.801865374367127459e-03 3.657226692592011053e-03
6.509437312925606123e-02 -1.154931356088290118e-02 2.722325832647906618e-03
6.448556258516804918e-02 -1.098060342577679427e-02 1.836460268254500039e-03
6.333415293386210343e-02 -1.004311838068505658e-02 2.644157530489923968e-03
6.298489200020282452e-02 -1.035088808750123102e-02 4.365330012464571641e-03
6.491602152606865128e-02 -1.214554063598252687e-02 2.619218467231676506e-03
6.228914725411360820e-02 -1.064683241738352548e-02 3.111533932142140912e-03
6.440546657410184395e-02 -1.064124423987658496e-02 2.332216243284918056e-03
6.308405031443717337e-02 -1.100684404943783057e-02 7.680594420330921768e-04
6.265029566128915706e-02 -1.149747970178002787e-02 3.876126664103571318e-03
6.335148649827263001e-02 -1.051708230512755915e-02 3.547561818645350584e-03
6.301792382288987082e-02 -1.207228747863685336e-02 1.099697130102203491e-03
6.416403358573644078e-02 -1.010450666431102207e-02 1.711744392953254423e-03
6.383299487874058431e-02 -1.078173342041556515e-02 3.515171927343824221e-03
6.426889277474537310e-02 -1.123895034021542283e-02 1.499954415270648989e-03
6.305160612318949642e-02 -1.147123236253985712e-02 1.620770363918985768e-03
6.311956567840712462e-02 -9.961927370666215364e-03 2.659742007390580865e-03
6.291032482366817891e-02 -1.087552370951835878e-02 3.949457092623037680e-03
6.321019376414982460e-02 -1.209497982795994242e-02 4.894050193644944313e-04
6.448564240222792732e-02 -8.605983792287913436e-03 4.557950748385095063e-03
6.436536723402480620e-02 -1.085606079194240126e-02 3.758167718056926176e-03
6.303246540540971554e-02 -9.474071740772860295e-03 1.333593057333756771e-03
6.413183036126035574e-02 -1.072262328217718497e-02 1.408312176983186892e-03
6.262842398427323487e-02 -1.077798505775603988e-02 3.237970652204838484e-03
6.161264524315221425e-02 -1.313450493204224023e-02 3.751172475948361118e-03
6.202271988586000040e-02 -1.214561428574884028e-02 1.452887863810592428e-03
6.336973442013246749e-02 -1.196311995745459600e-02 5.764705452017543363e-04
6.197823046284248183e-02 -1.036209938166804401e-02 2.691049854912558326e-03
6.358716472132627806e-02 -1.046547464188860022e-02 3.988725153166589044e-03
6.350211672167124788e-02 -1.064026934568580718e-02 3.626614107977640944e-03
6.588083167434424792e-02 -9.853990102357795822e-03 1.398044836247655520e-03
6.207978521661683402e-02 -9.292848858968957848e-03 4.004660862224840301e-03
6.438045344222967370e-02 -1.169118044494603381e-02 4.442548272217530791e-03
6.164558186659993555e-02 -1.073356086144633403e-02 3.253819942967250967e-03
6.215220942800805948e-02 -1.043372087697652661e-02 2.261475905638715700e-03
6.215220942800805948e-02 -1.043372087697652661e-02 2.261475905638715700e-03
6.414028745656905062e-02 -1.043723129710752429e-02 2.442247362389654564e-03
6.276192541639680211e-02 -1.176162085905238519e-02 2.480582333887745849e-03
6.343649385337399305e-02 -1.093087756122623766e-02 3.140368626711811939e-03
6.503948112614391097e-02 -9.493096997415836902e-03 1.469053294798711162e-03
6.568659948067390175e-02 -9.692678692944822760e-03 3.099963125318683232e-03
6.588343016178424549e-02 -1.149870747900187673e-02 4.304818244153935103e-03
6.383331816651799384e-02 -9.136313565720158292e-03 3.171880504237556408e-03
6.244295549861350603e-02 -1.016555363068141760e-02 2.761248494029852618e-03
6.263740069588424886e-02 -1.290056200964977140e-02 2.895569746161036351e-03
6.423650384106924238e-02 -1.138403797666738548e-02 2.270238863947171559e-03
6.445324801435503570e-02 -9.031742828453134808e-03 2.482508338049305152e-03
6.088535689947174867e-02 -1.140468771891242628e-02 2.234742372096060192e-03
6.188352469890184837e-02 -1.357475469476725205e-02 2.325869184114301436e-03
6.394441870852721199e-02 -1.024502522242096147e-02 2.952767700024019892e-03
6.308700205332604116e-02 -1.045925640503517218e-02 3.608328848697939240e-04
6.501177955480824666e-02 -1.178318410255137227e-02 2.266484474350516365e-03
6.456667059428453093e-02 -1.032465729869316839e-02 2.740807004562764715e-03
6.293909735993447052e-02 -1.101388679031733986e-02 2.545131283168577951e-03
6.362548532277742530e-02 -1.135473321533894686e-02 1.509925132430686712e-03
6.364020634136088872e-02 -1.275740626798382849e-02 1.673962933405978570e-03
6.166875886127037854e-02 -1.010217455810584475e-02 4.215525563258618047e-03
6.467838835438216583e-02 -1.209392873456230366e-02 -1.773391059898127287e-04
6.223585850598620239e-02 -1.130927065592077230e-02 2.394196293088041161e-03
6.166198179865095552e-02 -1.192625559995182105e-02 3.233876867928017762e-03
6.275935367859750147e-02 -1.109557637650558648e-02 2.940000926545935367e-03
6.404015941906832099e-02 -1.010287226893752388e-02 1.631874178613129667e-03
6.604930160503541536e-02 -9.611061525983524700e-03 2.859727276324039447e-03
6.480472141264589925e-02 -1.005521173900411624e-02 3.079022841469478133e-03
6.407458272932681220e-02 -9.562797984018836517e-03 4.990869209054227262e-03
6.364552708562787320e-02 -1.058275151378729184e-02 2.985407991137264960e-03
6.450702510860981120e-02 -1.123975348958314302e-02 2.225179339514049559e-03
6.390582277019074553e-02 -1.078723716330187710e-02 2.296375998407707009e-03
6.141370307479085411e-02 -1.089609077455536146e-02 4.374015397986166787e-03
6.531358050217209166e-02 -9.164019161649911149e-03 2.563207999906239043e-03
6.370649903471053976e-02 -9.950137030498115709e-03 6.276328659903351870e-03
6.329199187843798091e-02 -9.819094144991352691e-03 1.089469588726355020e-03
6.432331412432978901e-02 -1.013134881593645564e-02 3.266074304074592649e-03
6.271788013040535681e-02 -8.961917309742786775e-03 3.376346894864518111e-03
6.361561080131600265e-02 -1.055986107922141093e-02 3.282429429748170979e-03
6.364200614618353846e-02 -9.389087995442524370e-03 3.607141546021930267e-03
6.488291989467429022e-02 -9.214893034230980939e-03 2.968729199142858266e-03
6.179097871201463810e-02 -1.087526810805364286e-02 6.779988951909066142e-04
6.553526926974545530e-02 -9.707397228012157320e-03 3.685029943706230604e-03
6.327499791119217676e-02 -9.463786595663298273e-03 3.543149427948727448e-03
6.343956739505651754e-02 -1.155658068711344633e-02 1.244496184429899621e-05
6.508017976062213661e-02 -1.043899325616200191e-02 3.358981970489921531e-03
6.327837708166253461e-02 -9.705040539179005110e-03 2.652816224203546902e-03
